Score,Text
5.0,perfact fit. Really loved the availabilty on sizes as well. The photos do not do this ring justice! Very Happy Lady
1.0,it was terrible and not what i ordered at all very very angry when i got my item maybe it was my fault but wasn't happy
4.0,"great product, simple yet elegant looking! very satisfied. on time delivery. Looks and feels as advertised. Had an issue with size, returned and correct size was shipped immediately."
3.0,"Just OK, not fantastic. Despite the reviews, no, it would NOT fool anyone. It's simply a nice addition to add to a collection of fun jewelery pieces."
4.0,So i wanted a simple CZ band which won't scream fake. This does the job- the CZ are recessed properly into the ring and gives that genuine look to it. they stones are not very dazzling or large so for me that was good and believable as diamonds. the ring is not very bright which was a little disappointing because although i didn't want a dazzling ring this is a bit on the dull side akin to when a ring has some age. would work perfectly as a replacement band.***update***So after about 2 months of wearing this band i needed to upgrade my review from 3 stars to 4. The ring actually reflects a little brighter than i first thought so its not dull at all. its a lovely ring!
5.0,
5.0,"This ring is amazing for the price. It doesn't turn my finger green, and the sizing is great. It's just a little bling that isn't too flashy. I wear it as a thumb ring. I think it's really pretty, and very sparkly."
5.0,Very pretty and fits any style--wife enjoys them when just out for the day---I enjoy then on her hand looks great--the fit was perfect--others will enjoy these as well I'm sure!!!Larry
5.0,"This ring is crafted beautifully, sparkles like real diamonds and I wear it as a thumb ring. I have gotten many compliments on it and would recommend it to anyone as a wedding band, anniversary band or a right hand ring. It looks great on every finger and fits well with my other jewelry. The price is just right and it is just a described. THANKS SO MUCH for supplying quality jewelry at affordable prices!!"
5.0,"First time I've bought jewerly on line and was pretty anxious about it... but no regrets at all, that was a very nice surprise... ring is beautiful and looks expensive. Go for it!"
5.0,"This sterling ring is not too wide, it has a nice touch with the CZ all the way around, making it easier to wear for my wife, because she doesn't worry about it spinning and cutting into the fingers to the side. The CZ stones are recessed a bit making it pretty smooth."
,"I don't really like wearing my wedding/engagement rings on a daily basis. I'm always doing something with my hands, at the gym etc that the rings make me feel uncomfortable and I needlessly worry about whether the diamonds would drop off or I'd lose them.I bought this ring off Amazon.com as it was a cheap version of what my wedding band looked like. I have used this for the past 1 year and trust me, it's been through a lot. It still looks great! It's comfortable, no maintenance, low stress, negligible investment and it looks great. No one knows it's not my real wedding band!It really does serve my purpose. I would recommend this ring to anyone who would like something affordable for everyday use but doesn't come off like it came out of a 3rd grader's jewelry box. Quality product."
4.0,"This is a nice little ring for the price. I got it to wear on vacation out of the country instead of my expensive wedding rings. It has a decent shine and didn't change color. It was exposed to the ocean, pools, sunscreen, sand and bugspray and still cleaned up and looked new. It is very light weight and I forgot it was even on. It was just what I was looking for."
4.0,This is a really pretty ring for a nice price.It shines a lot and seems to be very well made.The only think I don't like on it is that it says MADE IN CHINA in the inside.I would be a little ashamed if I would buy this ring for a gift.
5.0,"It's a nice sparkly, CZ band nothing extreme the stones are nicely recessed and do not stick out. I bought it as a cheap alternative to keep my gold wedding ring, attached to my engagement ring."
5.0,"My wife is pregnant and couldn't wear her wedding band anymore so I had gotten this as a part of her birthday gift. She definitely loved it and totes it around the office mostly because she can wear a wedding band again, not to mention that the ring is very pretty. I would definitely recommend this product as a financially sound temporary replacement."
